"Fatal","Year","DOW","Hour","Mod_year","Height","Weight","DWI","Age","Car.Type","Day","Drugs","Drink","Light","Month","Belt","Route","Sex","Speed.Related","Speed.Limit","Road.Conditions","Road.Type","Distracted"
1,2012,5,20,2003,72,240,2,24,"4-Door Sedan",6,"Unknown","No","Dark - Not Lighted","September","Shoulder and Lap Belt Used","County Road","Male","Unknown",55,"Dry","Two-Way, Not Divided","Unknown"
1,2012,3,13,1993,71,200,0,29,"4-Door Sedan",17,"Yes (drugs involved)","No","Daylight","April","None Used-Motor Vehicle Occupant","State Highway","Male","Yes",65,"Other","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
1,2012,4,15,1994,66,250,0,45,"Jeep",12,"Unknown","Yes","Daylight","September","Not Applicable","State Highway","Male","Unknown",65,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Unknown"
0,2012,5,6,2010,71,145,0,36,"Station Wagon",13,"No (drugs not involved)","No","Dawn","September","Shoulder and Lap Belt Used","County Road","Female","No",55,"Dry","Two-Way, Not Divided","Unknown"
0,2012,5,18,2012,63,130,0,30,"4-Door Sedan",13,"No (drugs not involved)","No","Daylight","September","Shoulder and Lap Belt Used","County Road","Female","No",35,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Unknown"
1,2012,5,13,1987,66,139,0,53,"Small Truck",13,"No (drugs not involved)","No","Daylight","September","Shoulder and Lap Belt Used","Local Street - Municipality","Male","No",35,"Dry","Two-Way, Not Divided","Unknown"
1,2012,7,18,2005,69,178,0,18,"Motorcycle",28,"No (drugs not involved)","No","Daylight","July","Other Helmet","State Highway","Male","Yes",55,"Dry","Two-Way, Not Divided","Unknown"
0,2012,4,0,2003,72,170,0,28,"4-Door Sedan",15,"No (drugs not involved)","No","Dark - Lighted","August","Shoulder and Lap Belt Used","State Highway","Male","No",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
1,2012,3,4,2002,68,210,0,32,"Minivan",24,"Unknown","No","Dark - Lighted","July","Shoulder and Lap Belt Used","Interstate","Male","No",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
1,2012,2,5,2009,69,220,0,21,"Small Truck",10,"Unknown","No","Dark - Not Lighted","September","Shoulder and Lap Belt Used","County Road","Male","No",55,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,3,20,1996,73,151,0,38,"Jeep",14,"Unknown","No","Dark - Not Lighted","August","None Used-Motor Vehicle Occupant","County Road","Male","No",55,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,2,0,2012,67,195,0,27,"4-Door Sedan",27,"Unknown","Yes","Dark - Not Lighted","August","Shoulder and Lap Belt Used","County Road","Male","No",55,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Not Distracted"
1,2012,2,19,2008,67,195,0,51,"Motorcycle",17,"No (drugs not involved)","No","Daylight","September","Other Helmet","County Road","Male","No",55,"Dry","Two-Way, Not Divided","Not Distracted"
0,2012,6,19,1995,72,205,0,72,"2-Door Sedan",21,"No (drugs not involved)","No","Dark - Not Lighted","September","Shoulder and Lap Belt Used","State Highway","Male","No",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Unknown"
1,2012,3,6,2006,69,230,0,60,"Standard Truck",18,"Unknown","No","Dawn","September","Unknown","County Road","Male","No",55,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,3,11,1995,79,265,0,28,"Jeep",18,"Unknown","No","Daylight","September","None Used-Motor Vehicle Occupant","State Highway","Male","No",60,"Dry","Two-Way, Not Divided","Not Distracted"
0,2012,6,22,2007,68,280,0,62,"Station Wagon",21,"No (drugs not involved)","No","Dark - Not Lighted","September","Shoulder and Lap Belt Used","State Highway","Male","No",55,"Dry","Two-Way, Not Divided","Unknown"
0,2012,6,5,2008,64,150,0,39,"4-Door Sedan",31,"No (drugs not involved)","No","Dark - Not Lighted","August","Shoulder and Lap Belt Used","County Road","Female","No",45,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Not Distracted"
1,2012,4,23,1994,72,165,0,31,"Jeep",19,"Unknown","Yes","Dark - Not Lighted","September","Shoulder and Lap Belt Used","State Highway","Female","No",65,"Dry","Two-Way, Not Divided","Unknown"
0,2012,7,9,2005,72,135,0,23,"2-Door Sedan",22,"No (drugs not involved)","No","Daylight","September","Shoulder and Lap Belt Used","Local Street - Municipality","Female","No",25,"Dry","Two-Way, Not Divided","Unknown"
1,2012,4,1,2008,72,230,0,24,"2-Door Sedan",19,"Unknown","Yes","Dark - Not Lighted","September","None Used-Motor Vehicle Occupant","State Highway","Male","Yes",65,"Dry","Two-Way, Not Divided With a Continuous Left-Turn Lane","Not Distracted"
1,2012,1,20,1993,69,170,0,34,"Convertible",16,"Unknown","No","Dark - Lighted","September","None Used-Motor Vehicle Occupant","County Road","Male","No",55,"Dry","Two-Way, Not Divided","Unknown"
1,2012,1,3,2003,67,135,0,29,"Jeep",23,"No (drugs not involved)","No","Dark - Not Lighted","September","Shoulder and Lap Belt Used","Interstate","Male","No",70,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Unknown"
1,2012,4,4,2011,65,212,0,62,"Station Wagon",19,"No (drugs not involved)","No","Dark - Not Lighted","September","Shoulder and Lap Belt Used","State Highway","Male","No",65,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,7,11,2012,69,180,0,38,"Motorcycle",22,"Unknown","No","Daylight","September","Other Helmet","State Highway","Male","Yes",45,"Dry","Two-Way, Not Divided","Unknown"
0,2012,6,6,1989,72,215,1,33,"Small Truck",31,"No (drugs not involved)","No","Daylight","August","None Used-Motor Vehicle Occupant","State Highway","Male","No",55,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,1,19,2006,73,265,0,46,"Motorcycle",16,"Unknown","Yes","Daylight","September","Other Helmet","County Road","Male","No",55,"Dry","Two-Way, Not Divided","Unknown"
0,2012,1,3,2003,68,220,0,45,"Other",23,"No (drugs not involved)","Yes","Dark - Not Lighted","September","Shoulder and Lap Belt Used","State Highway","Female","Yes",55,"Dry","Two-Way, Not Divided","Unknown"
0,2012,7,21,2000,65,150,0,24,"4-Door Sedan",15,"Unknown","No","Dark - Not Lighted","September","Shoulder and Lap Belt Used","County Road","Male","No",55,"Dry","Two-Way, Not Divided","Unknown"
0,2012,7,15,2011,67,150,0,18,"4-Door Sedan",18,"No (drugs not involved)","No","Daylight","February","Shoulder and Lap Belt Used","Local Street - Municipality","Male","No",35,"Dry","Two-Way, Not Divided With a Continuous Left-Turn Lane","Not Distracted"
1,2012,3,99,2004,71,175,0,28,"Small Truck",21,"No (drugs not involved)","Yes","Dark - Not Lighted","August","None Used-Motor Vehicle Occupant","State Highway","Male","Yes",55,"Dry","Two-Way, Not Divided","Not Distracted"
0,2012,1,20,1996,68,170,0,29,"4-Door Sedan",26,"No (drugs not involved)","No","Dark - Lighted","August","Unknown","Local Street - Municipality","Male","No",35,"Dry","Two-Way, Not Divided With a Continuous Left-Turn Lane","Distracted"
0,2012,1,23,2002,69,210,0,32,"Small Truck",23,"No (drugs not involved)","No","Dark - Not Lighted","September","Shoulder and Lap Belt Used","State Highway","Male","No",55,"Dry","Two-Way, Not Divided","Unknown"
0,2012,5,1,2011,73,220,0,38,"Other",10,"No (drugs not involved)","No","Dark - Lighted","May","Shoulder and Lap Belt Used","Local Street - Municipality","Male","No",40,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Distracted"
0,2012,4,23,2002,68,145,0,28,"4-Door Sedan",29,"Yes (drugs involved)","Yes","Dark - Lighted","August","Shoulder and Lap Belt Used","Local Street - Municipality","Male","Yes",40,"Dry","Two-Way, Not Divided","Distracted"
0,2012,7,16,2005,66,167,0,54,"4-Door Sedan",28,"No (drugs not involved)","No","Daylight","July","Shoulder and Lap Belt Used","State Highway","Female","No",45,"Dry","Two-Way, Not Divided With a Continuous Left-Turn Lane","Not Distracted"
1,2012,2,23,1994,62,105,0,73,"2-Door Sedan",24,"Unknown","No","Dark - Not Lighted","September","Shoulder and Lap Belt Used","Interstate","Male","Yes",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Unknown"
1,2012,3,9,2003,69,143,0,24,"Motorcycle",25,"Unknown","No","Daylight","September","Other Helmet","Local Street - Municipality","Male","Yes",35,"Dry","Two-Way,  Divided, Positive  Median Barrier","Unknown"
0,2012,6,1,2008,68,135,0,19,"Standard Truck",6,"Unknown","No","Dark - Not Lighted","July","Unknown","County Road","Male","No",45,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,5,16,2007,73,197,0,64,"Motorcycle",27,"No (drugs not involved)","No","Daylight","September","Other Helmet","Local Street - Municipality","Male","Yes",45,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Unknown"
0,2012,5,22,2001,68,148,0,35,"Jeep",27,"No (drugs not involved)","No","Dark - Not Lighted","September","Shoulder and Lap Belt Used","Interstate","Male","Yes",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Unknown"
0,2012,1,21,2003,73,200,0,23,"Small Truck",9,"No (drugs not involved)","No","Dark - Lighted","September","Shoulder and Lap Belt Used","Interstate","Male","No",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
1,2012,7,23,1998,71,210,0,51,"Station Wagon",8,"Unknown","Yes","Dark - Not Lighted","September","Shoulder and Lap Belt Used","Interstate","Male","No",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
1,2012,5,23,1998,68,215,0,82,"Jeep",20,"Unknown","No","Dark - Lighted","September","None Used-Motor Vehicle Occupant","Local Street - Municipality","Male","Yes",35,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,6,19,1989,67,230,0,49,"Motorcycle",28,"Unknown","No","Dark - Not Lighted","September","Other Helmet","State Highway","Male","Yes",55,"Dry","Two-Way, Not Divided","Unknown"
0,2012,5,14,2013,69,215,0,33,"Small Truck",27,"No (drugs not involved)","No","Daylight","September","Shoulder and Lap Belt Used","Local Street - Municipality","Male","No",45,"Dry","Two-Way, Not Divided","Unknown"
1,2012,1,3,2007,66,133,0,23,"Convertible",9,"Unknown","Yes","Dark - Lighted","September","Unknown","Local Street - Municipality","Male","Yes",35,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,7,22,1973,72,165,0,25,"Jeep",8,"No (drugs not involved)","Yes","Dark - Not Lighted","September","None Used-Motor Vehicle Occupant","County Road","Male","Yes",55,"Dry","Two-Way, Not Divided","Not Distracted"
0,2012,2,6,1995,68,155,0,27,"4-Door Sedan",10,"No (drugs not involved)","No","Dark - Lighted","September","None Used-Motor Vehicle Occupant","Local Street - Municipality","Male","No",35,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,6,18,2006,65,137,0,24,"4-Door Sedan",14,"Unknown","No","Daylight","September","Shoulder and Lap Belt Used","State Highway","Female","No",55,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,7,10,2001,60,110,0,37,"Jeep",15,"No (drugs not involved)","No","Daylight","September","Shoulder and Lap Belt Used","Interstate","Female","No",70,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Not Distracted"
1,2012,4,0,2008,73,225,0,31,"Motorcycle",3,"Unknown","Yes","Dark - Not Lighted","October","Other Helmet","Local Street - Municipality","Male","Yes",35,"Dry","Two-Way, Not Divided","Unknown"
1,2012,3,19,1993,67,230,0,29,"Motorcycle",18,"Yes (drugs involved)","Yes","Dark - Lighted","September","Other Helmet","Local Street - Municipality","Male","Yes",25,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,6,13,1990,70,180,0,53,"Motorcycle",5,"Unknown","Yes","Daylight","October","Other Helmet","Local Street - Municipality","Male","Yes",50,"Dry","Two-Way, Not Divided With a Continuous Left-Turn Lane","Unknown"
1,2012,3,23,2006,64,140,0,21,"4-Door Sedan",2,"No (drugs not involved)","Yes","Dark - Not Lighted","October","Shoulder and Lap Belt Used","Interstate","Female","Yes",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Unknown"
1,2012,2,7,2000,66,270,0,28,"4-Door Sedan",1,"Yes (drugs involved)","No","Dawn","October","None Used-Motor Vehicle Occupant","County Road","Female","No",55,"Dry","Two-Way, Not Divided","Unknown"
1,2012,5,12,2007,71,150,0,27,"Motorcycle",4,"No (drugs not involved)","No","Daylight","October","Other Helmet","Local Street - Municipality","Male","No",35,"Dry","Two-Way, Not Divided","Unknown"
1,2012,2,6,2007,61,198,0,30,"Minivan",1,"Unknown","No","Daylight","October","Shoulder and Lap Belt Used","Local Street - Municipality","Female","No",55,"Dry","Two-Way, Not Divided","Unknown"
1,2012,7,18,2002,69,200,0,68,"Motorcycle",6,"No (drugs not involved)","No","Dusk","October","Other Helmet","U.S. Highway","Male","No",55,"Dry","Two-Way, Not Divided","Unknown"
0,2012,2,7,1993,66,190,0,50,"Jeep",1,"No (drugs not involved)","No","Daylight","October","Shoulder and Lap Belt Used","Local Street - Municipality","Male","Yes",25,"Dry","Two-Way, Not Divided","Not Distracted"
0,2012,2,4,2010,69,168,0,28,"Jeep",8,"No (drugs not involved)","No","Dark - Lighted","October","Shoulder and Lap Belt Used","Local Street - Municipality","Male","No",45,"Dry","Two-Way, Not Divided","Unknown"
0,2012,5,11,2002,63,150,0,87,"4-Door Sedan",11,"No (drugs not involved)","No","Daylight","October","Shoulder and Lap Belt Used","County Road","Female","No",55,"Dry","Two-Way, Not Divided","Unknown"
1,2012,6,11,2006,69,150,0,21,"4-Door Sedan",12,"Unknown","No","Daylight","October","Shoulder and Lap Belt Used","State Highway","Male","Yes",55,"Dry","Two-Way, Not Divided","Unknown"
0,2012,6,22,2011,70,200,0,48,"Jeep",12,"No (drugs not involved)","No","Dark - Not Lighted","October","Shoulder and Lap Belt Used","Local Street - Municipality","Male","No",30,"Dry","Two-Way, Not Divided With a Continuous Left-Turn Lane","Unknown"
1,2012,1,0,2003,64,115,0,28,"Convertible",14,"No (drugs not involved)","No","Dark - Not Lighted","October","Shoulder and Lap Belt Used","Interstate","Female","No",70,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Not Distracted"
1,2012,1,19,1999,66,170,0,43,"Standard Truck",14,"Unknown","Yes","Dark - Not Lighted","October","Shoulder and Lap Belt Used","County Road","Male","Yes",55,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,7,2,2003,71,190,0,44,"4-Door Sedan",7,"Yes (drugs involved)","Yes","Dark - Lighted","January","Unknown","Local Street - Municipality","Male","Yes",40,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Not Distracted"
0,2012,2,6,2006,67,188,0,36,"4-Door Sedan",30,"No (drugs not involved)","No","Dark - Not Lighted","January","Shoulder and Lap Belt Used","State Highway","Male","No",50,"Dry","Two-Way, Not Divided","Not Distracted"
0,2012,4,0,2001,68,172,0,21,"2-Door Sedan",16,"No (drugs not involved)","Yes","Dark - Not Lighted","May","Shoulder and Lap Belt Used","County Road","Male","No",45,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Unknown"
1,2012,7,9,1994,71,170,0,41,"Motorcycle",28,"Unknown","No","Daylight","July","DOT-Helmet","County Road","Male","Yes",55,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,7,23,2004,69,185,0,58,"Motorcycle",8,"No (drugs not involved)","No","Dark - Not Lighted","September","Other Helmet","Interstate","Male","No",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
0,2012,7,22,2004,65,145,0,22,"Truck-Tractor",7,"No (drugs not involved)","No","Dark - Not Lighted","July","Shoulder and Lap Belt Used","State Highway","Male","No",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
1,2012,6,22,2007,61,170,0,19,"4-Door Sedan",13,"Unknown","No","Dark - Lighted","July","Unknown","Local Street - Municipality","Female","Yes",25,"Dry","Two-Way, Not Divided","Not Distracted"
0,2012,3,20,1994,64,155,0,57,"Large Van",11,"No (drugs not involved)","No","Dark - Not Lighted","September","Shoulder and Lap Belt Used","County Road","Male","No",40,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Not Distracted"
1,2012,6,7,1997,69,165,0,20,"Jeep",3,"No (drugs not involved)","No","Daylight","August","None Used-Motor Vehicle Occupant","State Highway","Male","No",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
1,2012,6,8,2007,74,165,0,57,"Motorcycle",14,"No (drugs not involved)","No","Daylight","September","Other Helmet","Interstate","Male","No",55,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Not Distracted"
0,2012,2,5,2007,75,245,0,35,"Truck-Tractor",6,"No (drugs not involved)","No","Dark - Not Lighted","August","Shoulder and Lap Belt Used","Interstate","Male","Yes",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Distracted"
1,2012,2,18,2008,70,200,0,65,"Standard Truck",6,"No (drugs not involved)","Yes","Daylight","August","Shoulder and Lap Belt Used","County Road","Male","No",45,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,6,16,2001,68,180,0,53,"Small Truck",14,"Unknown","No","Daylight","September","Shoulder and Lap Belt Used","State Highway","Female","No",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
1,2012,2,3,2003,65,135,0,22,"Station Wagon",23,"No (drugs not involved)","Yes","Dark - Not Lighted","April","Shoulder and Lap Belt Used","State Highway","Male","No",65,"Wet","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Not Distracted"
1,2012,3,12,2007,69,162,0,52,"Small Truck",7,"No (drugs not involved)","No","Daylight","August","Shoulder and Lap Belt Used","Local Street - Municipality","Female","No",50,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Unknown"
1,2012,4,11,1988,71,210,0,75,"Motorcycle",8,"No (drugs not involved)","No","Daylight","August","Other Helmet","County Road","Male","No",55,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,4,12,2002,63,120,0,31,"4-Door Sedan",8,"No (drugs not involved)","No","Daylight","August","Shoulder and Lap Belt Used","State Highway","Female","No",55,"Dry","Two-Way, Not Divided","Unknown"
0,2012,6,19,2008,68,190,0,29,"Standard Truck",14,"No (drugs not involved)","No","Dusk","September","Not Reported","Local Street - Municipality","Male","No",25,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,1,21,2004,70,160,0,20,"Small Truck",26,"No (drugs not involved)","No","Dark - Not Lighted","August","Shoulder and Lap Belt Used","Interstate","Female","No",65,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Not Distracted"
1,2012,6,14,2002,64,101,0,73,"Small Truck",5,"Unknown","No","Daylight","October","Shoulder and Lap Belt Used","Interstate","Female","No",70,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Unknown"
